Division,Place,Season,Crop,Variety
Kundapur,Hosangadi,Kharif,Paddy,Mahaveer
Kundapur,Siddapur,Kharif,Paddy,Mahaveer
Kundapur,Amasbailu,Kharif,Paddy,Mahaveer
Kundapur,Thombattu,Kharif,Paddy,Mahaveer
Kundapur,Shiroor,Kharif,Paddy,Jaya
Kundapur,Yedthare,Kharif,Paddy,Jaya
Kundapur,Paduvari,Kharif,Paddy,Jaya
Kundapur,Uppunda,Kharif,Paddy,Jaya
Kundapur,Navunda,Kharif,Paddy,Jaya
Kundapur,Maravanthe,Kharif,Paddy,Jaya
Kundapur,Nada,Kharif,Paddy,Jaya
Kundapur,Vandse,Kharif,Paddy,Jaya
Kundapur,Bijoor,Kharif,Paddy,Jaya
Kundapur,Beejadi,Kharif,Paddy,Jaya
Kundapur,Koteshwar,Kharif,Paddy,Jaya
Kundapur,Basrur,Kharif,Paddy,Jaya
Kundapur,Gangolli,Kharif,Paddy,Jaya
Kundapur,Gujjadi,Kharif,Paddy,Jaya
Kundapur,Gulvadi,Kharif,Paddy,Jaya
Kundapur,Hermadi,Kharif,Paddy,Jaya
Kundapur,Kodi,Kharif,Paddy,Jaya
Kundapur,Kumbashi,Kharif,Paddy,Jaya
Kundapur,Thekkatte,Kharif,Paddy,Jaya
Kundapur,Jadkal,Kharif,Paddy,Jaya
Kundapur,Yelith,Kharif,Paddy,Jaya
Kundapur,Golihole,Kharif,Paddy,Jaya
Kundapur,Kollur,Kharif,Paddy,Jaya
Kundapur,Keradi,Kharif,Paddy,Jaya
Kundapur,Vandaru,Kharif,Paddy,Jaya
Kundapur,Halady,Kharif,Paddy,Jaya
Kundapur,Ampar,Kharif,Paddy,Jaya
Kundapur,Shankaranarayana,Kharif,Paddy,Jaya
Kundapur,Ajri,Kharif,Paddy,Jaya
Kundapur,Hallihole,Kharif,Paddy,Jaya
Kundapur,Hosangadi,Kharif,Paddy,Jaya
Kundapur,Siddapur,Kharif,Paddy,Jaya
Kundapur,Amasbailu,Kharif,Paddy,Jaya
Kundapur,Thombattu,Kharif,Paddy,Jaya
Kundapur,Shiroor,Rabi,Paddy,Edasuggi
Kundapur,Yedthare,Rabi,Paddy,Edasuggi
Kundapur,Paduvari,Rabi,Paddy,Edasuggi
Kundapur,Uppunda,Rabi,Paddy,Edasuggi
Kundapur,Navunda,Rabi,Paddy,Edasuggi
Kundapur,Maravanthe,Rabi,Paddy,Edasuggi
Kundapur,Nada,Rabi,Paddy,Edasuggi
Kundapur,Vandse,Rabi,Paddy,Edasuggi
Kundapur,Bijoor,Rabi,Paddy,Edasuggi
Kundapur,Beejadi,Rabi,Paddy,Edasuggi
Kundapur,Koteshwar,Rabi,Paddy,Edasuggi
Kundapur,Basrur,Rabi,Paddy,Edasuggi
Kundapur,Gangolli,Rabi,Paddy,Edasuggi
Kundapur,Gujjadi,Rabi,Paddy,Edasuggi
Kundapur,Gulvadi,Rabi,Paddy,Edasuggi
Kundapur,Hermadi,Rabi,Paddy,Edasuggi
Kundapur,Kodi,Rabi,Paddy,Edasuggi
Kundapur,Kumbashi,Rabi,Paddy,Edasuggi
Kundapur,Thekkatte,Rabi,Paddy,Edasuggi
Kundapur,Jadkal,Rabi,Paddy,Edasuggi
Kundapur,Yelith,Rabi,Paddy,Edasuggi
Kundapur,Golihole,Rabi,Paddy,Edasuggi
Kundapur,Kollur,Rabi,Paddy,Edasuggi
Kundapur,Keradi,Rabi,Paddy,Edasuggi
Kundapur,Vandaru,Rabi,Paddy,Edasuggi
Kundapur,Halady,Rabi,Paddy,Edasuggi
Kundapur,Ampar,Rabi,Paddy,Edasuggi
Kundapur,Shankaranarayana,Rabi,Paddy,Edasuggi
Kundapur,Ajri,Rabi,Paddy,Edasuggi
Kundapur,Hallihole,Rabi,Paddy,Edasuggi
Kundapur,Hosangadi,Rabi,Paddy,Edasuggi
Kundapur,Siddapur,Rabi,Paddy,Edasuggi
Kundapur,Amasbailu,Rabi,Paddy,Edasuggi
Kundapur,Thombattu,Rabi,Paddy,Edasuggi
Kundapur,Shiroor,Rabi,Paddy,Suggi
Kundapur,Yedthare,Rabi,Paddy,Suggi
Kundapur,Paduvari,Rabi,Paddy,Suggi
Kundapur,Uppunda,Rabi,Paddy,Suggi
Kundapur,Navunda,Rabi,Paddy,Suggi
Kundapur,Maravanthe,Rabi,Paddy,Suggi
Kundapur,Nada,Rabi,Paddy,Suggi
Kundapur,Vandse,Rabi,Paddy,Suggi
Kundapur,Bijoor,Rabi,Paddy,Suggi
Kundapur,Beejadi,Rabi,Paddy,Suggi
Kundapur,Koteshwar,Rabi,Paddy,Suggi
Kundapur,Basrur,Rabi,Paddy,Suggi
Kundapur,Gangolli,Rabi,Paddy,Suggi
Kundapur,Gujjadi,Rabi,Paddy,Suggi
Kundapur,Gulvadi,Rabi,Paddy,Suggi
Kundapur,Hermadi,Rabi,Paddy,Suggi
Kundapur,Kodi,Rabi,Paddy,Suggi
Kundapur,Kumbashi,Rabi,Paddy,Suggi
Kundapur,Thekkatte,Rabi,Paddy,Suggi
Kundapur,Jadkal,Rabi,Paddy,Suggi
Kundapur,Yelith,Rabi,Paddy,Suggi
Kundapur,Golihole,Rabi,Paddy,Suggi
Kundapur,Kollur,Rabi,Paddy,Suggi
Kundapur,Keradi,Rabi,Paddy,Suggi
Kundapur,Vandaru,Rabi,Paddy,Suggi
Kundapur,Halady,Rabi,Paddy,Suggi
Kundapur,Ampar,Rabi,Paddy,Suggi
Kundapur,Shankaranarayana,Rabi,Paddy,Suggi
Kundapur,Ajri,Rabi,Paddy,Suggi
Kundapur,Hallihole,Rabi,Paddy,Suggi
Kundapur,Hosangadi,Rabi,Paddy,Suggi
Kundapur,Siddapur,Rabi,Paddy,Suggi
Kundapur,Amasbailu,Rabi,Paddy,Suggi
Kundapur,Thombattu,Rabi,Paddy,Suggi
Kundapur,Shiroor,Rabi,Paddy,MO-4
Kundapur,Yedthare,Rabi,Paddy,MO-4
Kundapur,Paduvari,Rabi,Paddy,MO-4
Kundapur,Uppunda,Rabi,Paddy,MO-4
Kundapur,Navunda,Rabi,Paddy,MO-4
Kundapur,Maravanthe,Rabi,Paddy,MO-4
Kundapur,Nada,Rabi,Paddy,MO-4
Kundapur,Vandse,Rabi,Paddy,MO-4
Kundapur,Bijoor,Rabi,Paddy,MO-4
Kundapur,Beejadi,Rabi,Paddy,MO-4
Kundapur,Koteshwar,Rabi,Paddy,MO-4
Kundapur,Basrur,Rabi,Paddy,MO-4
Kundapur,Gangolli,Rabi,Paddy,MO-4
Kundapur,Gujjadi,Rabi,Paddy,MO-4
Kundapur,Gulvadi,Rabi,Paddy,MO-4
Kundapur,Hermadi,Rabi,Paddy,MO-4
Kundapur,Kodi,Rabi,Paddy,MO-4
Kundapur,Kumbashi,Rabi,Paddy,MO-4
Kundapur,Thekkatte,Rabi,Paddy,MO-4
Kundapur,Jadkal,Rabi,Paddy,MO-4
Kundapur,Yelith,Rabi,Paddy,MO-4
Kundapur,Golihole,Rabi,Paddy,MO-4
Kundapur,Kollur,Rabi,Paddy,MO-4
Kundapur,Keradi,Rabi,Paddy,MO-4
Kundapur,Vandaru,Rabi,Paddy,MO-4
Kundapur,Halady,Rabi,Paddy,MO-4
Kundapur,Ampar,Rabi,Paddy,MO-4
Kundapur,Shankaranarayana,Rabi,Paddy,MO-4
Kundapur,Ajri,Rabi,Paddy,MO-4
Kundapur,Hallihole,Rabi,Paddy,MO-4
Kundapur,Hosangadi,Rabi,Paddy,MO-4
Kundapur,Siddapur,Rabi,Paddy,MO-4
Kundapur,Amasbailu,Rabi,Paddy,MO-4
Kundapur,Thombattu,Rabi,Paddy,MO-4
Kundapur,Shiroor,Rabi,Paddy,Shakti
Kundapur,Yedthare,Rabi,Paddy,Shakti
Kundapur,Paduvari,Rabi,Paddy,Shakti
Kundapur,Uppunda,Rabi,Paddy,Shakti
Kundapur,Navunda,Rabi,Paddy,Shakti
Kundapur,Maravanthe,Rabi,Paddy,Shakti
Kundapur,Nada,Rabi,Paddy,Shakti
Kundapur,Vandse,Rabi,Paddy,Shakti
Kundapur,Bijoor,Rabi,Paddy,Shakti
Kundapur,Beejadi,Rabi,Paddy,Shakti
Kundapur,Koteshwar,Rabi,Paddy,Shakti
Kundapur,Basrur,Rabi,Paddy,Shakti
Kundapur,Gangolli,Rabi,Paddy,Shakti
Kundapur,Gujjadi,Rabi,Paddy,Shakti
Kundapur,Gulvadi,Rabi,Paddy,Shakti
Kundapur,Hermadi,Rabi,Paddy,Shakti
Kundapur,Kodi,Rabi,Paddy,Shakti
Kundapur,Kumbashi,Rabi,Paddy,Shakti
Kundapur,Thekkatte,Rabi,Paddy,Shakti
Kundapur,Jadkal,Rabi,Paddy,Shakti
Kundapur,Yelith,Rabi,Paddy,Shakti
Kundapur,Golihole,Rabi,Paddy,Shakti
Kundapur,Kollur,Rabi,Paddy,Shakti
Kundapur,Keradi,Rabi,Paddy,Shakti
Kundapur,Vandaru,Rabi,Paddy,Shakti
Kundapur,Halady,Rabi,Paddy,Shakti
Kundapur,Ampar,Rabi,Paddy,Shakti
Kundapur,Shankaranarayana,Rabi,Paddy,Shakti
Kundapur,Ajri,Rabi,Paddy,Shakti
Kundapur,Hallihole,Rabi,Paddy,Shakti
Kundapur,Hosangadi,Rabi,Paddy,Shakti
Kundapur,Siddapur,Rabi,Paddy,Shakti
Kundapur,Amasbailu,Rabi,Paddy,Shakti
Kundapur,Thombattu,Rabi,Paddy,Shakti
Kundapur,Shiroor,Rabi,Groundnut,TMV-2
Kundapur,Yedthare,Rabi,Groundnut,TMV-2
Kundapur,Paduvari,Rabi,Groundnut,TMV-2
Kundapur,Uppunda,Rabi,Groundnut,TMV-2
Kundapur,Navunda,Rabi,Groundnut,TMV-2
Kundapur,Maravanthe,Rabi,Groundnut,TMV-2
Kundapur,Nada,Rabi,Groundnut,TMV-2
Kundapur,Vandse,Rabi,Groundnut,TMV-2
Kundapur,Bijoor,Rabi,Groundnut,TMV-2
Kundapur,Beejadi,Rabi,Groundnut,TMV-2
Kundapur,Koteshwar,Rabi,Groundnut,TMV-2
Kundapur,Basrur,Rabi,Groundnut,TMV-2
Kundapur,Gangolli,Rabi,Groundnut,TMV-2
Kundapur,Gujjadi,Rabi,Groundnut,TMV-2
Kundapur,Gulvadi,Rabi,Groundnut,TMV-2
Kundapur,Hermadi,Rabi,Groundnut,TMV-2
Kundapur,Kodi,Rabi,Groundnut,TMV-2
Kundapur,Kumbashi,Rabi,Groundnut,TMV-2
Kundapur,Thekkatte,Rabi,Groundnut,TMV-2
Kundapur,Jadkal,Rabi,Groundnut,TMV-2
Kundapur,Yelith,Rabi,Groundnut,TMV-2
Kundapur,Golihole,Rabi,Groundnut,TMV-2
Kundapur,Kollur,Rabi,Groundnut,TMV-2
Kundapur,Keradi,Rabi,Groundnut,TMV-2
Kundapur,Vandaru,Rabi,Groundnut,TMV-2
Kundapur,Halady,Rabi,Groundnut,TMV-2
Kundapur,Ampar,Rabi,Groundnut,TMV-2
Kundapur,Shankaranarayana,Rabi,Groundnut,TMV-2
Kundapur,Ajri,Rabi,Groundnut,TMV-2
Kundapur,Hallihole,Rabi,Groundnut,TMV-2
Kundapur,Hosangadi,Rabi,Groundnut,TMV-2
Kundapur,Siddapur,Rabi,Groundnut,TMV-2
Kundapur,Amasbailu,Rabi,Groundnut,TMV-2
Kundapur,Thombattu,Rabi,Groundnut,TMV-2
Kundapur,Shiroor,Rabi,Groundnut,DH 3-30
Kundapur,Yedthare,Rabi,Groundnut,DH 3-30
Kundapur,Paduvari,Rabi,Groundnut,DH 3-30
Kundapur,Uppunda,Rabi,Groundnut,DH 3-30
Kundapur,Navunda,Rabi,Groundnut,DH 3-30
Kundapur,Maravanthe,Rabi,Groundnut,DH 3-30
Kundapur,Nada,Rabi,Groundnut,DH 3-30
Kundapur,Vandse,Rabi,Groundnut,DH 3-30
Kundapur,Bijoor,Rabi,Groundnut,DH 3-30
Kundapur,Beejadi,Rabi,Groundnut,DH 3-30
Kundapur,Koteshwar,Rabi,Groundnut,DH 3-30
Kundapur,Basrur,Rabi,Groundnut,DH 3-30
Kundapur,Gangolli,Rabi,Groundnut,DH 3-30
Kundapur,Gujjadi,Rabi,Groundnut,DH 3-30
Kundapur,Gulvadi,Rabi,Groundnut,DH 3-30
Kundapur,Hermadi,Rabi,Groundnut,DH 3-30
Kundapur,Kodi,Rabi,Groundnut,DH 3-30
Kundapur,Kumbashi,Rabi,Groundnut,DH 3-30
Kundapur,Thekkatte,Rabi,Groundnut,DH 3-30
Kundapur,Jadkal,Rabi,Groundnut,DH 3-30
Kundapur,Yelith,Rabi,Groundnut,DH 3-30
Kundapur,Golihole,Rabi,Groundnut,DH 3-30
Kundapur,Kollur,Rabi,Groundnut,DH 3-30
Kundapur,Keradi,Rabi,Groundnut,DH 3-30
Kundapur,Vandaru,Rabi,Groundnut,DH 3-30
Kundapur,Halady,Rabi,Groundnut,DH 3-30
Kundapur,Ampar,Rabi,Groundnut,DH 3-30
Kundapur,Shankaranarayana,Rabi,Groundnut,DH 3-30
Kundapur,Ajri,Rabi,Groundnut,DH 3-30
Kundapur,Hallihole,Rabi,Groundnut,DH 3-30
Kundapur,Hosangadi,Rabi,Groundnut,DH 3-30
Kundapur,Siddapur,Rabi,Groundnut,DH 3-30
Kundapur,Amasbailu,Rabi,Groundnut,DH 3-30
Kundapur,Thombattu,Rabi,Groundnut,DH 3-30
Kundapur,Shiroor,Rabi,Groundnut,DH-40
Kundapur,Yedthare,Rabi,Groundnut,DH-40
Kundapur,Paduvari,Rabi,Groundnut,DH-40
Kundapur,Uppunda,Rabi,Groundnut,DH-40
Kundapur,Navunda,Rabi,Groundnut,DH-40
Kundapur,Maravanthe,Rabi,Groundnut,DH-40
Kundapur,Nada,Rabi,Groundnut,DH-40
Kundapur,Vandse,Rabi,Groundnut,DH-40
Kundapur,Bijoor,Rabi,Groundnut,DH-40
Kundapur,Beejadi,Rabi,Groundnut,DH-40
Kundapur,Koteshwar,Rabi,Groundnut,DH-40
Kundapur,Basrur,Rabi,Groundnut,DH-40
Kundapur,Gangolli,Rabi,Groundnut,DH-40
Kundapur,Gujjadi,Rabi,Groundnut,DH-40
Kundapur,Gulvadi,Rabi,Groundnut,DH-40
Kundapur,Hermadi,Rabi,Groundnut,DH-40
Kundapur,Kodi,Rabi,Groundnut,DH-40
Kundapur,Kumbashi,Rabi,Groundnut,DH-40
Kundapur,Thekkatte,Rabi,Groundnut,DH-40
Kundapur,Jadkal,Rabi,Groundnut,DH-40
Kundapur,Yelith,Rabi,Groundnut,DH-40
Kundapur,Golihole,Rabi,Groundnut,DH-40
Kundapur,Kollur,Rabi,Groundnut,DH-40
Kundapur,Keradi,Rabi,Groundnut,DH-40
Kundapur,Vandaru,Rabi,Groundnut,DH-40
Kundapur,Halady,Rabi,Groundnut,DH-40
Kundapur,Ampar,Rabi,Groundnut,DH-40
Kundapur,Shankaranarayana,Rabi,Groundnut,DH-40
Kundapur,Ajri,Rabi,Groundnut,DH-40
Kundapur,Hallihole,Rabi,Groundnut,DH-40
Kundapur,Hosangadi,Rabi,Groundnut,DH-40
Kundapur,Siddapur,Rabi,Groundnut,DH-40
Kundapur,Amasbailu,Rabi,Groundnut,DH-40
Kundapur,Thombattu,Rabi,Groundnut,DH-40
Kundapur,Shiroor,Rabi,Black gram,LBG-17
Kundapur,Yedthare,Rabi,Black gram,LBG-17
Kundapur,Paduvari,Rabi,Black gram,LBG-17
Kundapur,Uppunda,Rabi,Black gram,LBG-17
Kundapur,Navunda,Rabi,Black gram,LBG-17
Kundapur,Maravanthe,Rabi,Black gram,LBG-17
Kundapur,Nada,Rabi,Black gram,LBG-17
Kundapur,Vandse,Rabi,Black gram,LBG-17
Kundapur,Bijoor,Rabi,Black gram,LBG-17
Kundapur,Beejadi,Rabi,Black gram,LBG-17
Kundapur,Koteshwar,Rabi,Black gram,LBG-17
Kundapur,Basrur,Rabi,Black gram,LBG-17
Kundapur,Gangolli,Rabi,Black gram,LBG-17
Kundapur,Gujjadi,Rabi,Black gram,LBG-17
Kundapur,Gulvadi,Rabi,Black gram,LBG-17
Kundapur,Hermadi,Rabi,Black gram,LBG-17
Kundapur,Kodi,Rabi,Black gram,LBG-17
Kundapur,Kumbashi,Rabi,Black gram,LBG-17
Kundapur,Thekkatte,Rabi,Black gram,LBG-17
Kundapur,Jadkal,Rabi,Black gram,LBG-17
Kundapur,Yelith,Rabi,Black gram,LBG-17
Kundapur,Golihole,Rabi,Black gram,LBG-17
Kundapur,Kollur,Rabi,Black gram,LBG-17
Kundapur,Keradi,Rabi,Black gram,LBG-17
Kundapur,Vandaru,Rabi,Black gram,LBG-17
Kundapur,Halady,Rabi,Black gram,LBG-17
Kundapur,Ampar,Rabi,Black gram,LBG-17
Kundapur,Shankaranarayana,Rabi,Black gram,LBG-17
Kundapur,Ajri,Rabi,Black gram,LBG-17
Kundapur,Hallihole,Rabi,Black gram,LBG-17
Kundapur,Hosangadi,Rabi,Black gram,LBG-17
Kundapur,Siddapur,Rabi,Black gram,LBG-17
Kundapur,Amasbailu,Rabi,Black gram,LBG-17
Kundapur,Thombattu,Rabi,Black gram,LBG-17
Kundapur,Shiroor,Rabi,Green gram,Pusa Vishal
Kundapur,Yedthare,Rabi,Green gram,Pusa Vishal
Kundapur,Paduvari,Rabi,Green gram,Pusa Vishal
Kundapur,Uppunda,Rabi,Green gram,Pusa Vishal
Kundapur,Navunda,Rabi,Green gram,Pusa Vishal
Kundapur,Maravanthe,Rabi,Green gram,Pusa Vishal
Kundapur,Nada,Rabi,Green gram,Pusa Vishal
Kundapur,Vandse,Rabi,Green gram,Pusa Vishal
Kundapur,Bijoor,Rabi,Green gram,Pusa Vishal
Kundapur,Beejadi,Rabi,Green gram,Pusa Vishal
Kundapur,Koteshwar,Rabi,Green gram,Pusa Vishal
Kundapur,Basrur,Rabi,Green gram,Pusa Vishal
Kundapur,Gangolli,Rabi,Green gram,Pusa Vishal
Kundapur,Gujjadi,Rabi,Green gram,Pusa Vishal
Kundapur,Gulvadi,Rabi,Green gram,Pusa Vishal
Kundapur,Hermadi,Rabi,Green gram,Pusa Vishal
Kundapur,Kodi,Rabi,Green gram,Pusa Vishal
Kundapur,Kumbashi,Rabi,Green gram,Pusa Vishal
Kundapur,Thekkatte,Rabi,Green gram,Pusa Vishal
Kundapur,Jadkal,Rabi,Green gram,Pusa Vishal
Kundapur,Yelith,Rabi,Green gram,Pusa Vishal
Kundapur,Golihole,Rabi,Green gram,Pusa Vishal
Kundapur,Kollur,Rabi,Green gram,Pusa Vishal
Kundapur,Keradi,Rabi,Green gram,Pusa Vishal
Kundapur,Vandaru,Rabi,Green gram,Pusa Vishal
Kundapur,Halady,Rabi,Green gram,Pusa Vishal
Kundapur,Ampar,Rabi,Green gram,Pusa Vishal
Kundapur,Shankaranarayana,Rabi,Green gram,Pusa Vishal
Kundapur,Ajri,Rabi,Green gram,Pusa Vishal
Kundapur,Hallihole,Rabi,Green gram,Pusa Vishal
Kundapur,Hosangadi,Rabi,Green gram,Pusa Vishal
Kundapur,Siddapur,Rabi,Green gram,Pusa Vishal
Kundapur,Amasbailu,Rabi,Green gram,Pusa Vishal
Kundapur,Thombattu,Rabi,Green gram,Pusa Vishal
Kundapur,Shiroor,Rabi,Cowpea,DC-15
Kundapur,Yedthare,Rabi,Cowpea,DC-15
Kundapur,Paduvari,Rabi,Cowpea,DC-15
Kundapur,Uppunda,Rabi,Cowpea,DC-15
Kundapur,Navunda,Rabi,Cowpea,DC-15
Kundapur,Maravanthe,Rabi,Cowpea,DC-15
Kundapur,Nada,Rabi,Cowpea,DC-15
Kundapur,Vandse,Rabi,Cowpea,DC-15
Kundapur,Bijoor,Rabi,Cowpea,DC-15
Kundapur,Beejadi,Rabi,Cowpea,DC-15
Kundapur,Koteshwar,Rabi,Cowpea,DC-15
Kundapur,Basrur,Rabi,Cowpea,DC-15
Kundapur,Gangolli,Rabi,Cowpea,DC-15
Kundapur,Gujjadi,Rabi,Cowpea,DC-15
Kundapur,Gulvadi,Rabi,Cowpea,DC-15
Kundapur,Hermadi,Rabi,Cowpea,DC-15
Kundapur,Kodi,Rabi,Cowpea,DC-15
Kundapur,Kumbashi,Rabi,Cowpea,DC-15
Kundapur,Thekkatte,Rabi,Cowpea,DC-15
Kundapur,Jadkal,Rabi,Cowpea,DC-15
Kundapur,Yelith,Rabi,Cowpea,DC-15
Kundapur,Golihole,Rabi,Cowpea,DC-15
Kundapur,Kollur,Rabi,Cowpea,DC-15
Kundapur,Keradi,Rabi,Cowpea,DC-15
Kundapur,Vandaru,Rabi,Cowpea,DC-15
Kundapur,Halady,Rabi,Cowpea,DC-15
Kundapur,Ampar,Rabi,Cowpea,DC-15
Kundapur,Shankaranarayana,Rabi,Cowpea,DC-15
Kundapur,Ajri,Rabi,Cowpea,DC-15
Kundapur,Hallihole,Rabi,Cowpea,DC-15
Kundapur,Hosangadi,Rabi,Cowpea,DC-15
Kundapur,Siddapur,Rabi,Cowpea,DC-15
Kundapur,Amasbailu,Rabi,Cowpea,DC-15
Kundapur,Thombattu,Rabi,Cowpea,DC-15
Kundapur,Shiroor,Rabi,Sesame,DS-1
Kundapur,Yedthare,Rabi,Sesame,DS-1
Kundapur,Paduvari,Rabi,Sesame,DS-1
Kundapur,Uppunda,Rabi,Sesame,DS-1
Kundapur,Navunda,Rabi,Sesame,DS-1
Kundapur,Maravanthe,Rabi,Sesame,DS-1
Kundapur,Nada,Rabi,Sesame,DS-1
Kundapur,Vandse,Rabi,Sesame,DS-1
Kundapur,Bijoor,Rabi,Sesame,DS-1
Kundapur,Beejadi,Rabi,Sesame,DS-1
Kundapur,Koteshwar,Rabi,Sesame,DS-1
Kundapur,Basrur,Rabi,Sesame,DS-1
Kundapur,Gangolli,Rabi,Sesame,DS-1
Kundapur,Gujjadi,Rabi,Sesame,DS-1
Kundapur,Gulvadi,Rabi,Sesame,DS-1
Kundapur,Hermadi,Rabi,Sesame,DS-1
Kundapur,Kodi,Rabi,Sesame,DS-1
Kundapur,Kumbashi,Rabi,Sesame,DS-1
Kundapur,Thekkatte,Rabi,Sesame,DS-1
Kundapur,Jadkal,Rabi,Sesame,DS-1
Kundapur,Yelith,Rabi,Sesame,DS-1
Kundapur,Golihole,Rabi,Sesame,DS-1
Kundapur,Kollur,Rabi,Sesame,DS-1
Kundapur,Keradi,Rabi,Sesame,DS-1
Kundapur,Vandaru,Rabi,Sesame,DS-1
Kundapur,Halady,Rabi,Sesame,DS-1
Kundapur,Ampar,Rabi,Sesame,DS-1
Kundapur,Shankaranarayana,Rabi,Sesame,DS-1
Kundapur,Ajri,Rabi,Sesame,DS-1
Kundapur,Hallihole,Rabi,Sesame,DS-1
Kundapur,Hosangadi,Rabi,Sesame,DS-1
Kundapur,Siddapur,Rabi,Sesame,DS-1
Kundapur,Amasbailu,Rabi,Sesame,DS-1
Kundapur,Thombattu,Rabi,Sesame,DS-1
Kundapur,Shiroor,Summer,Paddy,Early-summer
Kundapur,Yedthare,Summer,Paddy,Early-summer
Kundapur,Paduvari,Summer,Paddy,Early-summer
Kundapur,Uppunda,Summer,Paddy,Early-summer
Kundapur,Navunda,Summer,Paddy,Early-summer
Kundapur,Maravanthe,Summer,Paddy,Early-summer
Kundapur,Nada,Summer,Paddy,Early-summer
Kundapur,Vandse,Summer,Paddy,Early-summer
Kundapur,Bijoor,Summer,Paddy,Early-summer
Kundapur,Beejadi,Summer,Paddy,Early-summer
Kundapur,Koteshwar,Summer,Paddy,Early-summer
Kundapur,Basrur,Summer,Paddy,Early-summer
Kundapur,Gangolli,Summer,Paddy,Early-summer
Kundapur,Gujjadi,Summer,Paddy,Early-summer
Kundapur,Gulvadi,Summer,Paddy,Early-summer
Kundapur,Hermadi,Summer,Paddy,Early-summer
Kundapur,Kodi,Summer,Paddy,Early-summer
Kundapur,Kumbashi,Summer,Paddy,Early-summer
Kundapur,Thekkatte,Summer,Paddy,Early-summer
Kundapur,Jadkal,Summer,Paddy,Early-summer
Kundapur,Yelith,Summer,Paddy,Early-summer
Kundapur,Golihole,Summer,Paddy,Early-summer
Kundapur,Kollur,Summer,Paddy,Early-summer
Kundapur,Keradi,Summer,Paddy,Early-summer
Kundapur,Vandaru,Summer,Paddy,Early-summer
Kundapur,Halady,Summer,Paddy,Early-summer
Kundapur,Ampar,Summer,Paddy,Early-summer
Kundapur,Shankaranarayana,Summer,Paddy,Early-summer
Kundapur,Ajri,Summer,Paddy,Early-summer
Kundapur,Hallihole,Summer,Paddy,Early-summer
Kundapur,Hosangadi,Summer,Paddy,Early-summer
Kundapur,Siddapur,Summer,Paddy,Early-summer
Kundapur,Amasbailu,Summer,Paddy,Early-summer
Kundapur,Thombattu,Summer,Paddy,Early-summer
Kundapur,Shiroor,Summer,Paddy,Late-summer
Kundapur,Yedthare,Summer,Paddy,Late-summer
Kundapur,Paduvari,Summer,Paddy,Late-summer
Kundapur,Uppunda,Summer,Paddy,Late-summer
Kundapur,Navunda,Summer,Paddy,Late-summer
Kundapur,Maravanthe,Summer,Paddy,Late-summer
Kundapur,Nada,Summer,Paddy,Late-summer
Kundapur,Vandse,Summer,Paddy,Late-summer
Kundapur,Bijoor,Summer,Paddy,Late-summer
Kundapur,Beejadi,Summer,Paddy,Late-summer
Kundapur,Koteshwar,Summer,Paddy,Late-summer
Kundapur,Basrur,Summer,Paddy,Late-summer
Kundapur,Gangolli,Summer,Paddy,Late-summer
Kundapur,Gujjadi,Summer,Paddy,Late-summer
Kundapur,Gulvadi,Summer,Paddy,Late-summer
Kundapur,Hermadi,Summer,Paddy,Late-summer
Kundapur,Kodi,Summer,Paddy,Late-summer
Kundapur,Kumbashi,Summer,Paddy,Late-summer
Kundapur,Thekkatte,Summer,Paddy,Late-summer
Kundapur,Jadkal,Summer,Paddy,Late-summer
Kundapur,Yelith,Summer,Paddy,Late-summer
Kundapur,Golihole,Summer,Paddy,Late-summer
Kundapur,Kollur,Summer,Paddy,Late-summer
Kundapur,Keradi,Summer,Paddy,Late-summer
Kundapur,Vandaru,Summer,Paddy,Late-summer
Kundapur,Halady,Summer,Paddy,Late-summer
Kundapur,Ampar,Summer,Paddy,Late-summer
Kundapur,Shankaranarayana,Summer,Paddy,Late-summer
Kundapur,Ajri,Summer,Paddy,Late-summer
Kundapur,Hallihole,Summer,Paddy,Late-summer
Kundapur,Hosangadi,Summer,Paddy,Late-summer
Kundapur,Siddapur,Summer,Paddy,Late-summer
Kundapur,Amasbailu,Summer,Paddy,Late-summer
Kundapur,Thombattu,Summer,Paddy,Late-summer
Kundapur,Shiroor,Summer,Paddy,Shakti
Kundapur,Yedthare,Summer,Paddy,Shakti
Kundapur,Paduvari,Summer,Paddy,Shakti
Kundapur,Uppunda,Summer,Paddy,Shakti
Kundapur,Navunda,Summer,Paddy,Shakti
Kundapur,Maravanthe,Summer,Paddy,Shakti
Kundapur,Nada,Summer,Paddy,Shakti
Kundapur,Vandse,Summer,Paddy,Shakti
Kundapur,Bijoor,Summer,Paddy,Shakti
Kundapur,Beejadi,Summer,Paddy,Shakti
Kundapur,Koteshwar,Summer,Paddy,Shakti
Kundapur,Basrur,Summer,Paddy,Shakti
Kundapur,Gangolli,Summer,Paddy,Shakti
Kundapur,Gujjadi,Summer,Paddy,Shakti
Kundapur,Gulvadi,Summer,Paddy,Shakti
Kundapur,Hermadi,Summer,Paddy,Shakti
Kundapur,Kodi,Summer,Paddy,Shakti
Kundapur,Kumbashi,Summer,Paddy,Shakti
Kundapur,Thekkatte,Summer,Paddy,Shakti
Kundapur,Jadkal,Summer,Paddy,Shakti
Kundapur,Yelith,Summer,Paddy,Shakti
Kundapur,Golihole,Summer,Paddy,Shakti
