Division,Season,Crop,Variety,pH,Soil Type
Udupi,Summer,Groundnut,DH 3-30,4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Groundnut,DH 3-30,4.01–6.85,Coastal Alluvium & Laterite
Kapu,Summer,Groundnut,DH 3-30,4.08–5.86,Coastal Alluvium
Kapu,Summer,Groundnut,DH 3-30,4.08–5.86,Coastal Alluvium
Kapu,Summer,Groundnut,DH 3-30,4.08–5.86,Coastal Alluvium
Udupi,Summer,Groundnut,DH 3-30,4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Groundnut,DH 3-30,4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Groundnut,DH 3-30,4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Groundnut,DH 3-30,4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Groundnut,DH 3-30,4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Groundnut,DH 3-30,4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Brinjal (G-4),4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Brinjal (G-4),4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Brinjal (G-4),4.01–6.85,Coastal Alluvium & Laterite
Brahmavara,Summer,Vegetables,Brinjal (G-4),4.00–6.98,Lateritic
Udupi,Summer,Vegetables,Brinjal (G-4),4.01–6.85,Coastal Alluvium & Laterite
Brahmavara,Summer,Vegetables,Brinjal (G-4),4.00–6.98,Lateritic
Brahmavara,Summer,Vegetables,Brinjal (G-4),4.00–6.98,Lateritic
Kapu,Summer,Vegetables,Brinjal (G-4),4.08–5.86,Coastal Alluvium
Kapu,Summer,Vegetables,Brinjal (G-4),4.08–5.86,Coastal Alluvium
Brahmavara,Summer,Vegetables,Brinjal (G-4),4.00–6.98,Lateritic
Udupi,Summer,Vegetables,Brinjal (G-4),4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Brinjal (G-4),4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Brinjal (G-4),4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Brinjal (G-4),4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Brinjal (G-4),4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Brinjal (G-4),4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Brinjal (G-4),4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Brinjal (G-4),4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Brinjal (G-4),4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Brinjal (G-4),4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Brinjal (G-4),4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Brinjal (G-4),4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Brinjal (G-4),4.01–6.85,Coastal Alluvium & Laterite
Kapu,Summer,Vegetables,Brinjal (G-4),4.08–5.86,Coastal Alluvium
Kapu,Summer,Vegetables,Brinjal (G-4),4.08–5.86,Coastal Alluvium
Kapu,Summer,Vegetables,Brinjal (G-4),4.08–5.86,Coastal Alluvium
Udupi,Summer,Vegetables,Brinjal (G-4),4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Brinjal (G-4),4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Brinjal (G-4),4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Brinjal (G-4),4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Brinjal (G-4),4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Brinjal (G-4),4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Chilli (Poosa Jwala),4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Chilli (Poosa Jwala),4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Chilli (Poosa Jwala),4.01–6.85,Coastal Alluvium & Laterite
Brahmavara,Summer,Vegetables,Chilli (Poosa Jwala),4.00–6.98,Lateritic
Udupi,Summer,Vegetables,Chilli (Poosa Jwala),4.01–6.85,Coastal Alluvium & Laterite
Brahmavara,Summer,Vegetables,Chilli (Poosa Jwala),4.00–6.98,Lateritic
Brahmavara,Summer,Vegetables,Chilli (Poosa Jwala),4.00–6.98,Lateritic
Kapu,Summer,Vegetables,Chilli (Poosa Jwala),4.08–5.86,Coastal Alluvium
Kapu,Summer,Vegetables,Chilli (Poosa Jwala),4.08–5.86,Coastal Alluvium
Brahmavara,Summer,Vegetables,Chilli (Poosa Jwala),4.00–6.98,Lateritic
Udupi,Summer,Vegetables,Chilli (Poosa Jwala),4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Chilli (Poosa Jwala),4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Chilli (Poosa Jwala),4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Chilli (Poosa Jwala),4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Chilli (Poosa Jwala),4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Chilli (Poosa Jwala),4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Chilli (Poosa Jwala),4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Chilli (Poosa Jwala),4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Chilli (Poosa Jwala),4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Chilli (Poosa Jwala),4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Chilli (Poosa Jwala),4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Chilli (Poosa Jwala),4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Chilli (Poosa Jwala),4.01–6.85,Coastal Alluvium & Laterite
Kapu,Summer,Vegetables,Chilli (Poosa Jwala),4.08–5.86,Coastal Alluvium
Kapu,Summer,Vegetables,Chilli (Poosa Jwala),4.08–5.86,Coastal Alluvium
Kapu,Summer,Vegetables,Chilli (Poosa Jwala),4.08–5.86,Coastal Alluvium
Udupi,Summer,Vegetables,Chilli (Poosa Jwala),4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Chilli (Poosa Jwala),4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Chilli (Poosa Jwala),4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Chilli (Poosa Jwala),4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Chilli (Poosa Jwala),4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Chilli (Poosa Jwala),4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Cucumber,4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Cucumber,4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Cucumber,4.01–6.85,Coastal Alluvium & Laterite
Brahmavara,Summer,Vegetables,Cucumber,4.00–6.98,Lateritic
Udupi,Summer,Vegetables,Cucumber,4.01–6.85,Coastal Alluvium & Laterite
Brahmavara,Summer,Vegetables,Cucumber,4.00–6.98,Lateritic
Brahmavara,Summer,Vegetables,Cucumber,4.00–6.98,Lateritic
Kapu,Summer,Vegetables,Cucumber,4.08–5.86,Coastal Alluvium
Kapu,Summer,Vegetables,Cucumber,4.08–5.86,Coastal Alluvium
Brahmavara,Summer,Vegetables,Cucumber,4.00–6.98,Lateritic
Udupi,Summer,Vegetables,Cucumber,4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Cucumber,4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Cucumber,4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Cucumber,4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Cucumber,4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Cucumber,4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Cucumber,4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Cucumber,4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Cucumber,4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Cucumber,4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Cucumber,4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Cucumber,4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Cucumber,4.01–6.85,Coastal Alluvium & Laterite
Kapu,Summer,Vegetables,Cucumber,4.08–5.86,Coastal Alluvium
Kapu,Summer,Vegetables,Cucumber,4.08–5.86,Coastal Alluvium
Kapu,Summer,Vegetables,Cucumber,4.08–5.86,Coastal Alluvium
Udupi,Summer,Vegetables,Cucumber,4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Cucumber,4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Cucumber,4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Cucumber,4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Cucumber,4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Cucumber,4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Radish,4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Radish,4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Radish,4.01–6.85,Coastal Alluvium & Laterite
Brahmavara,Summer,Vegetables,Radish,4.00–6.98,Lateritic
Udupi,Summer,Vegetables,Radish,4.01–6.85,Coastal Alluvium & Laterite
Brahmavara,Summer,Vegetables,Radish,4.00–6.98,Lateritic
Brahmavara,Summer,Vegetables,Radish,4.00–6.98,Lateritic
Kapu,Summer,Vegetables,Radish,4.08–5.86,Coastal Alluvium
Kapu,Summer,Vegetables,Radish,4.08–5.86,Coastal Alluvium
Brahmavara,Summer,Vegetables,Radish,4.00–6.98,Lateritic
Udupi,Summer,Vegetables,Radish,4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Radish,4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Radish,4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Radish,4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Radish,4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Radish,4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Radish,4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Radish,4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Radish,4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Radish,4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Radish,4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Radish,4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Radish,4.01–6.85,Coastal Alluvium & Laterite
Kapu,Summer,Vegetables,Radish,4.08–5.86,Coastal Alluvium
Kapu,Summer,Vegetables,Radish,4.08–5.86,Coastal Alluvium
Kapu,Summer,Vegetables,Radish,4.08–5.86,Coastal Alluvium
Udupi,Summer,Vegetables,Radish,4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Radish,4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Radish,4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Radish,4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Radish,4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Radish,4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Lady's Finger,4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Lady's Finger,4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Lady's Finger,4.01–6.85,Coastal Alluvium & Laterite
Brahmavara,Summer,Vegetables,Lady's Finger,4.00–6.98,Lateritic
Udupi,Summer,Vegetables,Lady's Finger,4.01–6.85,Coastal Alluvium & Laterite
Brahmavara,Summer,Vegetables,Lady's Finger,4.00–6.98,Lateritic
Brahmavara,Summer,Vegetables,Lady's Finger,4.00–6.98,Lateritic
Kapu,Summer,Vegetables,Lady's Finger,4.08–5.86,Coastal Alluvium
Kapu,Summer,Vegetables,Lady's Finger,4.08–5.86,Coastal Alluvium
Brahmavara,Summer,Vegetables,Lady's Finger,4.00–6.98,Lateritic
Udupi,Summer,Vegetables,Lady's Finger,4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Lady's Finger,4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Lady's Finger,4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Lady's Finger,4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Lady's Finger,4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Lady's Finger,4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Lady's Finger,4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Lady's Finger,4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Lady's Finger,4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Lady's Finger,4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Lady's Finger,4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Lady's Finger,4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Lady's Finger,4.01–6.85,Coastal Alluvium & Laterite
Kapu,Summer,Vegetables,Lady's Finger,4.08–5.86,Coastal Alluvium
Kapu,Summer,Vegetables,Lady's Finger,4.08–5.86,Coastal Alluvium
Kapu,Summer,Vegetables,Lady's Finger,4.08–5.86,Coastal Alluvium
Udupi,Summer,Vegetables,Lady's Finger,4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Lady's Finger,4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Lady's Finger,4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Lady's Finger,4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Lady's Finger,4.01–6.85,Coastal Alluvium & Laterite
Udupi,Summer,Vegetables,Lady's Finger,4.01–6.85,Coastal Alluvium & Laterite
Byndoor,Kharif,Paddy,MO-4 (Bhadra),4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Kharif,Paddy,MO-4 (Bhadra),4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Kharif,Paddy,MO-4 (Bhadra),4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Kharif,Paddy,MO-4 (Bhadra),4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Kharif,Paddy,MO-4 (Bhadra),4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Kharif,Paddy,MO-4 (Bhadra),4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Kharif,Paddy,MO-4 (Bhadra),4.71–6.17,Laterite & Sandy Loam
Kundapura,Kharif,Paddy,MO-4 (Bhadra),4.71–6.17,Laterite & Sandy Loam
Byndoor,Kharif,Paddy,MO-4 (Bhadra),4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Kharif,Paddy,MO-4 (Bhadra),4.71–6.17,Laterite & Sandy Loam
Kundapura,Kharif,Paddy,MO-4 (Bhadra),4.71–6.17,Laterite & Sandy Loam
Kundapura,Kharif,Paddy,MO-4 (Bhadra),4.71–6.17,Laterite & Sandy Loam
Kundapura,Kharif,Paddy,MO-4 (Bhadra),4.71–6.17,Laterite & Sandy Loam
Kundapura,Kharif,Paddy,MO-4 (Bhadra),4.71–6.17,Laterite & Sandy Loam
Kundapura,Kharif,Paddy,MO-4 (Bhadra),4.71–6.17,Laterite & Sandy Loam
Kundapura,Kharif,Paddy,MO-4 (Bhadra),4.71–6.17,Laterite & Sandy Loam
Kundapura,Kharif,Paddy,MO-4 (Bhadra),4.71–6.17,Laterite & Sandy Loam
Kundapura,Kharif,Paddy,MO-4 (Bhadra),4.71–6.17,Laterite & Sandy Loam
Kundapura,Kharif,Paddy,MO-4 (Bhadra),4.71–6.17,Laterite & Sandy Loam
Kundapura,Kharif,Paddy,MO-4 (Bhadra),4.71–6.17,Laterite & Sandy Loam
Kundapura,Kharif,Paddy,MO-4 (Bhadra),4.71–6.17,Laterite & Sandy Loam
Byndoor,Kharif,Paddy,MO-4 (Bhadra),4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Kharif,Paddy,MO-4 (Bhadra),4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Kharif,Paddy,MO-4 (Bhadra),4.71–6.17,Laterite & Sandy Loam
Kundapura,Kharif,Paddy,MO-4 (Bhadra),4.71–6.17,Laterite & Sandy Loam
Kundapura,Kharif,Paddy,MO-4 (Bhadra),4.71–6.17,Laterite & Sandy Loam
Kundapura,Kharif,Paddy,MO-4 (Bhadra),4.71–6.17,Laterite & Sandy Loam
Kundapura,Kharif,Paddy,MO-4 (Bhadra),4.71–6.17,Laterite & Sandy Loam
Kundapura,Kharif,Paddy,MO-4 (Bhadra),4.71–6.17,Laterite & Sandy Loam
Kundapura,Kharif,Paddy,MO-4 (Bhadra),4.71–6.17,Laterite & Sandy Loam
Kundapura,Kharif,Paddy,MO-4 (Bhadra),4.71–6.17,Laterite & Sandy Loam
Kundapura,Kharif,Paddy,MO-4 (Bhadra),4.71–6.17,Laterite & Sandy Loam
Kundapura,Kharif,Paddy,MO-4 (Bhadra),4.71–6.17,Laterite & Sandy Loam
Kundapura,Kharif,Paddy,MO-4 (Bhadra),4.71–6.17,Laterite & Sandy Loam
Byndoor,Kharif,Paddy,Mahaveer,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Kharif,Paddy,Mahaveer,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Kharif,Paddy,Mahaveer,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Kharif,Paddy,Mahaveer,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Kharif,Paddy,Mahaveer,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Kharif,Paddy,Mahaveer,4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Kharif,Paddy,Mahaveer,4.71–6.17,Laterite & Sandy Loam
Kundapura,Kharif,Paddy,Mahaveer,4.71–6.17,Laterite & Sandy Loam
Byndoor,Kharif,Paddy,Mahaveer,4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Kharif,Paddy,Mahaveer,4.71–6.17,Laterite & Sandy Loam
Kundapura,Kharif,Paddy,Mahaveer,4.71–6.17,Laterite & Sandy Loam
Kundapura,Kharif,Paddy,Mahaveer,4.71–6.17,Laterite & Sandy Loam
Kundapura,Kharif,Paddy,Mahaveer,4.71–6.17,Laterite & Sandy Loam
Kundapura,Kharif,Paddy,Mahaveer,4.71–6.17,Laterite & Sandy Loam
Kundapura,Kharif,Paddy,Mahaveer,4.71–6.17,Laterite & Sandy Loam
Kundapura,Kharif,Paddy,Mahaveer,4.71–6.17,Laterite & Sandy Loam
Kundapura,Kharif,Paddy,Mahaveer,4.71–6.17,Laterite & Sandy Loam
Kundapura,Kharif,Paddy,Mahaveer,4.71–6.17,Laterite & Sandy Loam
Kundapura,Kharif,Paddy,Mahaveer,4.71–6.17,Laterite & Sandy Loam
Kundapura,Kharif,Paddy,Mahaveer,4.71–6.17,Laterite & Sandy Loam
Kundapura,Kharif,Paddy,Mahaveer,4.71–6.17,Laterite & Sandy Loam
Byndoor,Kharif,Paddy,Mahaveer,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Kharif,Paddy,Mahaveer,4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Kharif,Paddy,Mahaveer,4.71–6.17,Laterite & Sandy Loam
Kundapura,Kharif,Paddy,Mahaveer,4.71–6.17,Laterite & Sandy Loam
Kundapura,Kharif,Paddy,Mahaveer,4.71–6.17,Laterite & Sandy Loam
Kundapura,Kharif,Paddy,Mahaveer,4.71–6.17,Laterite & Sandy Loam
Kundapura,Kharif,Paddy,Mahaveer,4.71–6.17,Laterite & Sandy Loam
Kundapura,Kharif,Paddy,Mahaveer,4.71–6.17,Laterite & Sandy Loam
Kundapura,Kharif,Paddy,Mahaveer,4.71–6.17,Laterite & Sandy Loam
Kundapura,Kharif,Paddy,Mahaveer,4.71–6.17,Laterite & Sandy Loam
Kundapura,Kharif,Paddy,Mahaveer,4.71–6.17,Laterite & Sandy Loam
Kundapura,Kharif,Paddy,Mahaveer,4.71–6.17,Laterite & Sandy Loam
Kundapura,Kharif,Paddy,Mahaveer,4.71–6.17,Laterite & Sandy Loam
Byndoor,Kharif,Paddy,Mahaveer,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Kharif,Paddy,Mahaveer,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Kharif,Paddy,Mahaveer,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Kharif,Paddy,Mahaveer,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Kharif,Paddy,Mahaveer,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Kharif,Paddy,Mahaveer,4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Kharif,Paddy,Mahaveer,4.71–6.17,Laterite & Sandy Loam
Kundapura,Kharif,Paddy,Mahaveer,4.71–6.17,Laterite & Sandy Loam
Byndoor,Kharif,Paddy,Mahaveer,4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Kharif,Paddy,Mahaveer,4.71–6.17,Laterite & Sandy Loam
Kundapura,Kharif,Paddy,Mahaveer,4.71–6.17,Laterite & Sandy Loam
Kundapura,Kharif,Paddy,Mahaveer,4.71–6.17,Laterite & Sandy Loam
Kundapura,Kharif,Paddy,Mahaveer,4.71–6.17,Laterite & Sandy Loam
Kundapura,Kharif,Paddy,Mahaveer,4.71–6.17,Laterite & Sandy Loam
Kundapura,Kharif,Paddy,Mahaveer,4.71–6.17,Laterite & Sandy Loam
Kundapura,Kharif,Paddy,Mahaveer,4.71–6.17,Laterite & Sandy Loam
Kundapura,Kharif,Paddy,Mahaveer,4.71–6.17,Laterite & Sandy Loam
Kundapura,Kharif,Paddy,Mahaveer,4.71–6.17,Laterite & Sandy Loam
Kundapura,Kharif,Paddy,Mahaveer,4.71–6.17,Laterite & Sandy Loam
Kundapura,Kharif,Paddy,Mahaveer,4.71–6.17,Laterite & Sandy Loam
Kundapura,Kharif,Paddy,Mahaveer,4.71–6.17,Laterite & Sandy Loam
Byndoor,Kharif,Paddy,Mahaveer,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Kharif,Paddy,Mahaveer,4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Kharif,Paddy,Mahaveer,4.71–6.17,Laterite & Sandy Loam
Kundapura,Kharif,Paddy,Mahaveer,4.71–6.17,Laterite & Sandy Loam
Kundapura,Kharif,Paddy,Mahaveer,4.71–6.17,Laterite & Sandy Loam
Kundapura,Kharif,Paddy,Mahaveer,4.71–6.17,Laterite & Sandy Loam
Kundapura,Kharif,Paddy,Mahaveer,4.71–6.17,Laterite & Sandy Loam
Kundapura,Kharif,Paddy,Mahaveer,4.71–6.17,Laterite & Sandy Loam
Kundapura,Kharif,Paddy,Mahaveer,4.71–6.17,Laterite & Sandy Loam
Kundapura,Kharif,Paddy,Mahaveer,4.71–6.17,Laterite & Sandy Loam
Kundapura,Kharif,Paddy,Mahaveer,4.71–6.17,Laterite & Sandy Loam
Kundapura,Kharif,Paddy,Mahaveer,4.71–6.17,Laterite & Sandy Loam
Kundapura,Kharif,Paddy,Mahaveer,4.71–6.17,Laterite & Sandy Loam
Byndoor,Rabi,Paddy,,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Rabi,Paddy,,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Rabi,Paddy,,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Rabi,Paddy,,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Rabi,Paddy,,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Rabi,Paddy,,4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Byndoor,Rabi,Paddy,,4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Byndoor,Rabi,Paddy,,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Rabi,Paddy,,4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Byndoor,Rabi,Paddy,,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Rabi,Paddy,,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Rabi,Paddy,,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Rabi,Paddy,,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Rabi,Paddy,,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Rabi,Paddy,,4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
Kundapura,Rabi,Paddy,,4.71–6.17,Laterite & Sandy Loam
